Department,DepartmentCleaned
"Romance Languages, Speech","romance languages, speech"
"Botany, Forestry","botany, forestry"
JHS Ed,jhs ed
Kinematics,kinematics
"Agronomy, Animal and Dairy Husbandry","agronomy, animal and dairy husbandry"
PHYSIOLOGY AND BIOPHYSICS; PLANT AND SOIL SCIENCE,physiology and biophysics; plant and soil science
WOSIC,wosic
NUTRITION AND FOOD SCIENCES (NES),nutrition and food sciences (nes)
HOME ECONOMICS SEMINARS AND RESEARCH,home economics seminars and research
176,176
PLANT & SOIL SCIENCE (PSS),plant & soil science (pss)
MUSIC (MUS),music (mus)
RELIGION (REL),religion (rel)
SOCIOLOGY (SOC),sociology (soc)
EDCO - Counseling,edco - counseling
PHYSICAL EDUCATION — EDPE,physical education — edpe
nutrition and food sciences,nutrition and food sciences
Production And Operations Management; Quantitative Methods,production and operations management; quantitative methods
Communication Sciences (CMSI),communication sciences (cmsi)
Theatre (THE),theatre (the)
Entomology and Pest Management (3-2),entomology and pest management (3-2)
Und,und
Psychological Science,psychological science
Agriculture & Life Science (CALS),agriculture & life science (cals)
World Literature (WLIT),world literature (wlit)
Medical Lab & Radiation Sci (MLRS),medical lab & radiation sci (mlrs)
Nutrition and Food Science (NFS),nutrition and food science (nfs)
Nursing & Health Sciences (NH),nursing & health sciences (nh)
English (ENGS),english (engs)
Found of Social Work,found social work
Anatomy & Neurobiology (ANNB),anatomy & neurobiology (annb)
Special Education (EDSP),special education (edsp)
RMS (Rehabilitation & Movement Sci),rms (rehabilitation & movement sci)
HORTICULTURAL SCIENCE,horticultural science
Health and Human Development,health and human development
HEDE,hede
SpecialEd,specialed
RADIOLIGIC TECHNOLOGY,radioligic technology
SPECIAL EDUCATION - EDSP,special education - edsp
Microbiology (MICR),microbiology (micr)
HOTEL AND RESORT MANAGEMENT,hotel and resort management
"Horticulture, Agronomy, Soils, Entomology","horticulture, agronomy, soils, entomology"
ECONOMICS   AND BUSINESS ADMINISTRATION,economics   and business administration
EDSP-SPECIAL EDUCATION,edsp-special education
HP (Historic Preservation),hp (historic preservation)
ANATOMY AN,anatomy an
communication sciences,communication sciences
"CONSUMER STUDIES, AND DESIGN","consumer studies, and design"
WOMEN'S STUDIES; ZOOLOGY,women's studies; zoology
ZOOLOGY (ZOOL),zoology (zool)
General Literature | GLIT,general literature | glit
EDCO—COUNSELING,edco—counseling
WUSIC (MUS),wusic (mus)
WICS,wics
Radiation Therapy (RADT),radiation therapy (radt)
EDSC-SECONDARY EDUCATION,edsc-secondary education
OBSTETRICS AND GYNECOLOG,obstetrics and gynecolog
AUSTRALIA-NEW ZEALAND-OCEANIA,australia-new zealand-oceania
Animal Pathology and Animal Sciences,animal pathology and animal sciences
Program in Human Nutrition and Foods,program in human nutrition and foods
Human Needs and Social Services,human needs and social services
REcreation,recreation
Environmental Program,environmental program
EDMU — MUSIC EDUCATION,edmu — music education
"RELIGION, SOCIOLOGY","religion, sociology"
Communication and the Theatre,communication and the theatre
EDFS — FOUNDATIONS,edfs — foundations
EHUD,ehud
EDLP - LEADERSHIP AND POLICY STUDIES,edlp - leadership and policy studies
French and Francophone Literature and Culture,french and francophone literature and culture
Neuroscience Program,neuroscience program
PHILOSOPHY  AND RELIGION,philosophy  and religion
NURSING & HEALTH SCIENCES,nursing & health sciences
EXERCISE AND MOVEMENT SCIENCE,exercise and movement science
Community Dev,community dev
VELOPMENT & APPLIED ECONOMICS,velopment & applied economics
PSYCHOLOGY (PSYC),psychology (psyc)
WOMEN'S & GENDER STUDIES (WGST),women's & gender studies (wgst)
AGRICULTURAL BIOCHEMISTRY (AGBI),agricultural biochemistry (agbi)
MEDICAL LABORATORY SCIENCE (MLS),medical laboratory science (mls)
SpEd,sped
EDUCATION AND TECHNOLOGY,education and technology
ENSCI,ensci
E&M,e&m
IPI,ipi
Punishment,punishment
239,239
LW,lw
IntlLaw,intllaw
M176,m176
nomics,nomics
Ameri-Studies,ameri-studies
TV,tv
Educa.,educa.
Freshman General Education Clusters,freshman general education clusters
 RTVF,rtvf
HBSE,hbse
Botany and Plant Biochemistry,botany and plant biochemistry
GERMANIC LANGUAGES; HISTORY,germanic languages; history
Library Service,library service
NEAR EASTERN AND AFRICAN LANCUAGES,near eastern and african lancuages
"Dance (165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175).","dance (165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175)."
ClOA-ClOB,cloa-clob
GEOGRAPHY AND GEOLOGY,geography and geology
"Arts and Media, Other Cinematic Traditions, and Social Contexts","arts and media, other cinematic traditions, and social contexts"
E ARTS,e arts
School of Dentistry,school dentistry
Letters and S,letters and s
Letters and Science / Italian,letters and science / italian
"Mechanical, Aerospace, and Nuclear","mechanical, aerospace, and nuclear"
LEGE OF FINE ARTS,lege fine arts
EHSP,ehsp
GradL,gradl
Letters and Science / Political Science /,letters and science / political science /
ND URBAN PLANNING,nd urban planning
ERS AND SCIENCE / Kinesiology,ers and science / kinesiology
Finno-Ugric Studies,finno-ugric studies
Motion Pictures,motion pictures
EASTERN AND AFRICAN LANGUAGES,eastern and african languages
African and Near Eastern Languages,african and near eastern languages
Near Eastern F,near eastern f
"ND APPLIED SCIENCE / Mechanical, Aer","nd applied science / mechanical, aer"
GRADUA,gradua
Graduate Management,graduate management
Graphic Prin,graphic prin
GUAGES,guages
Ters and Science,ters and science
Electrical Power Operation and Distribution,electrical power operation and distribution
Urb. Land Econ.,urb. land econ.
Letters and Science / French,letters and science / french
Population and Family Health,population and family health
GradI,gradi
"Mechanical, Aerospace, and Nucl","mechanical, aerospace, and nucl"
"FILM, AND TELEVISION","film, and television"
Ege of Letters and Science,ege letters and science
EGE OF LETTERS AND SCIENCE,ege letters and science
Graduate Management Program,graduate management program
BLIC HEALTH,blic health
Psychiatry and Biobehavioral Sci,psychiatry and biobehavioral sci
GE OF LETTERS AND SCIENCE,ge letters and science
EGE OF LETTERS AND SCIENCE / Near,ege letters and science / near
Letters and Humanities,letters and humanities
"R, FILM, AND TELEVISION","r, film, and television"
COLLEGE OF LETTERS AND SCIEI,college letters and sciei
CIENCE / Latin American Studies,cience / latin american studies
Health Information,health information
GRADUAT,graduat
ERS AND SCIENCE / Psychology,ers and science / psychology
Ed. P,ed. p
GE of Fine Arts / Theater Arts,ge fine arts / theater arts
AND SCIENCE / Political Science,and science / political science
IENCE,ience
GRADUATE SCHOOL OF LIBRARY SCIENCE,graduate school library science
SEME,seme
PROBABILITY AND STATISTICS,probability and statistics
ICH S,ich s
NGINEERING AND APPLIED SCIENCE,ngineering and applied science
ENGINEERING AND APPLIED SCIEN,engineering and applied scien
IPN,ipn
PUBLIC SERVICE,public service
ARCI,arci
IGINEERING AND APPLIED SCIENCE,igineering and applied science
Socio-Technical Systems Studies,socio-technical systems studies
IITECTURE AND URBAN PLANNING,iitecture and urban planning
CINEMA,cinema
Pub. Admin.,pub. admin.
ARCHITECTURE AND URBAN PLAN,architecture and urban plan
Engineering AN,engineering an
MPTV,mptv
AUP,aup
A&O,a&o
Engineering Systems,engineering systems
ND APPLIED SCIENCE,nd applied science
Human Sciences / Kinesiology,human sciences / kinesiology
L OF ENGINEERING AND APPLIED SCIE,l engineering and applied scie
College of Letters,college letters
GRADI,gradi
College of Lettres,college lettres
GE OF FINE ARTS / Theater Arts,ge fine arts / theater arts
SCHOOL OF ENGINEE,school enginee
Urban Issues,urban issues
ERS and Science,ers and science
Group III: Ethics and Value Theory,group iii: ethics and value theory
Field II,field ii
LEG,leg
DUATE SCHOOL OF ARCHITECTURE,duate school architecture
ECTURE AND URBAN PLANNING,ecture and urban planning
ENGINEERING AND APPLIED SC,engineering and applied sc
"Algebra, Number Theory and Logic","algebra, number theory and logic"
NEERING AND APPLIED SCIENCE,neering and applied science
INEERING AND APPLIED SCIENCE,ineering and applied science
ENGII,engii
RY AND INFORMATION SCIENCE,ry and information science
BIOMATHEMATICS,biomathematics
Business-Economic Education,business-economic education
Health and Community,health and community
AIRT,airt
ANTHROPOLOGY AND SOCIOLOGY,anthropology and sociology
IOURNALISM,iournalism
IOURNALISM; LATIN-AMERICAN STUDIES,iournalism; latin-american studies
ARCHITECTURE AND URBAN PLANNII,architecture and urban plannii
CULTURES,cultures
Neuro,neuro
Reply and The Trans,reply and the trans
"ARCHITECTURAL THEORY, HISTORY AND CRITICISM","architectural theory, history and criticism"
Natural Environment and Resources,natural environment and resources
BRARY AND INFORMATION SCIENCE,brary and information science
STERN LANGUAGES AND CULTURES,stern languages and cultures
ARCHITECTURE AND URBAN PL,architecture and urban pl
PSYCHIATRY AND BIOBEHAVIORAL SC,psychiatry and biobehavioral sc
ARCHITECTURE AND URBAN DESIGN,architecture and urban design
Pub/Not-for-Profit,pub/not-for-profit
ATMOSPHERIC SCIENCES / Dynamics,atmospheric sciences / dynamics
Graduate Literature Courses,graduate literature courses
LIF,lif
A/E,a/e
"ART, DESIGN, AND ART HISTORY","art, design, and art history"
ENGINEERING AND APPLII,engineering and applii
RE AND URBAN PLANNING,re and urban planning
Near Eastern LA,near eastern la
Biochemistry / Cell Biology,biochemistry / cell biology
ARCHITECTURE AND URB,architecture and urb
IED,ied
NG AND APPLIED SCIENCE,ng and applied science
ENGINEERI,engineeri
RADIOLOGICAL SCIENCES,radiological sciences
"Chemical, Nuclear and Thermal Pollution","chemical, nuclear and thermal pollution"
NEAR EASTERN,near eastern
Org Theory,org theory
Curriculum and the Study of Schooling,curriculum and the study schooling
Special Studies in Oriental Languages,special studies in oriental languages
Mechanics and Structures Department,mechanics and structures department
ORAL BIOLOGY,oral biology
PSYCHIATF,psychiatf
Architectural and Urban Analysis,architectural and urban analysis
Nurse Anesthetists,nurse anesthetists
Musicology / SCHOOL OF THE ARTS,musicology / school the arts
"SCHOOL OF THEATER, FI","school theater, fi"
"SCHOOL OF THEATER, FIL","school theater, fil"
ELEVISION / Film and Television,elevision / film and television
ENCE / Earth and Space Sciences,ence / earth and space sciences
ENGINEERII,engineerii
MICROBIOLOGY AND IMM,microbiology and imm
ANGUAGES AND CULTURES,anguages and cultures
COMMUNICATION STUDIE,communication studie
ENGINEERING AND APPLIED SCIENCES,engineering and applied sciences
Energy and Kinetics Department,energy and kinetics department
NEAR EASTERN LANGUAG,near eastern languag
Motion Picture/Television Areas,motion picture/television areas
LEGE OF LETTERS AND SCIENCE / Ea,lege letters and science / ea
UCLA Urban-Regional Development Policy,ucla urban-regional development policy
NGUAGES AND CULTURES,nguages and cultures
Business-Economics,business-economics
MP/TV,mp/tv
IRANIAN,iranian
ENGINEERING AND APPLIED SCIENC,engineering and applied scienc
"ART, DESIGN AND ART HISTORY","art, design and art history"
Specialized Studies,specialized studies
MP/T,mp/t
Wickobiology,wickobiology
Theater and Film,theater and film
ARCHITECTURE AND URBAN PLANNIN,architecture and urban plannin
Administrative and Policy Studies in Education,administrative and policy studies in education
PSYCHIATRY AND BIOBEHAVIORAL S,psychiatry and biobehavioral s
TRY AND BIOBEHAVIORAL SCIENCES,try and biobehavioral sciences
UrbEcon,urbecon
CSTMS,cstms
Cinema and Television Arts,cinema and television arts
Histology and Pathology,histology and pathology
B-School,b-school
phy,phy
Indigenous Languages,indigenous languages
Eastern Languages and Cultures / Semiotics,eastern languages and cultures / semiotics
L25,l25
TERS AND SCIENCE / Sociology,ters and science / sociology
AR&IS,ar&is
COLLEGE OF LET,college let
Le,le
ERS AND SCIENCE / Geography,ers and science / geography
Med. Micro. & Immunol.,med. micro. & immunol.
Behavioral Sciences and Health Education,behavioral sciences and health education
ED SCIENCE / Computer Science,ed science / computer science
OMIS,omis
NCE / Earth and Space Sciences,nce / earth and space sciences
IS AND SCIENCE,is and science
Engineering and Applied Sciences,engineering and applied sciences
OLKLORE AND MYTHOLOGY GROUP,olklore and mythology group
HITECTURE AND URBAN PLANNING,hitecture and urban planning
NEUROSCIENCE (INTERDEPARTMENTAL),neuroscience (interdepartmental)
GEOCHEMISTRY,geochemistry
NEL,nel
Ng and Applied Science,ng and applied science
L OF MEDICINE,l medicine
